289,Jobina,Pochon,1134,12/07/2004,02/04/1991,49,9,497 Rusk Parkway,5973832899
290,Benedetta,MacInerney,1450,05/07/2001,28/06/1985,45,4,15841 Basil Junction,6946392244
291,Ambrose,Greenhaugh,1255,21/10/2007,13/08/1981,68,2,74 Magdeline Hill,3687406238
292,Rosalynd,Blenkinsopp,1311,28/03/2004,02/08/1999,39,5,260 Pennsylvania Center,4725449582
293,Aurel,Sculley,1002,24/09/2001,22/12/1989,56,9,3176 Washington Trail,3935991385
294,Nat,Badwick,1287,27/01/2015,18/07/1996,6,2,0 Stang Alley,5102890553
295,Rodi,Corro,903,04/07/2002,21/07/1986,95,8,8 Arkansas Drive,5934683337
296,Nani,Burgane,1293,11/01/2002,03/10/1993,95,9,25866 Morrow Street,1231929310
297,Zsazsa,Dagworthy,844,14/02/2019,22/11/1986,55,7,221 Heffernan Park,2443553123
298,Jacqueline,Ketton,1306,20/02/2000,09/08/1982,26,6,262 Old Gate Point,7521116994
299,Sawyer,Igoe,986,05/09/2001,08/02/1987,82,10,84 Schmedeman Trail,1883325707
300,Bastien,Goghin,1159,03/08/2016,17/12/1999,61,7,2 Melrose Lane,1213004459
